	Frame	Timestamp	x_vehicle_coordinates	y_vehicle_coordinates	z_vehicle_coordinates	speed_vehicle	steering_angle	imu_X	imu_Y	imu_Z	gyr_X	gyr_Y	gyr_Z	ImageName
0	3587	1658834923.325991	109.50276184082031	53.29315185546875	0.2815000116825104	8.820001029968262	0.0	21016.33203125	-43944.71484375	-157.85960388183594	0.5414780974388123	0.6731605529785156	-1.9501110315322876	0.png
1	3588	1658834925.378269	109.50276184082031	53.29315185546875	0.14429984986782074	10.583999347686769	0.0	-0.47241535782814026	1.8934967517852783	11.500011444091797	1.9810699224472046	0.31919652223587036	-0.04342811554670334	1.png
2	3589	1658834927.3157566	109.50276184082031	53.29315185546875	0.010851554572582245	7.566081619262696	0.0	-0.6864567399024963	1.8623133897781372	36.17170715332031	-1.4162871837615967	0.27248823642730713	1.249780297279358	2.png
3	3590	1658834927.9066677	109.50276184082031	53.29315185546875	-0.05948703736066818	3.667595958709788	0.0	-0.08301514387130737	-0.16952168941497803	25.63077735900879	0.41824424266815186	0.8103479146957397	1.1316490173339844	3.png
4	3591	1658834928.483576	109.50276184082031	53.29315185546875	-0.09010890871286392	1.3989960193634243	0.0	-0.414133757352829	1.071887493133545	20.5943603515625	-0.6528711915016174	1.3065800666809082	0.5156806111335754	4.png
5	3592	1658834929.0869863	109.50276184082031	53.29315185546875	-0.09819354861974716	0.14151790738132883	0.0	-0.836782693862915	-0.21148253977298737	16.040067672729492	0.051638707518577576	0.3559195101261139	-1.3137948513031006	5.png
6	3593	1658834929.6733336	109.50276184082031	53.29315185546875	-0.09428134560585022	0.5014646708965689	0.0	-1.3780972957611084	-0.9171357154846191	11.206445693969727	-1.1849889755249023	-0.7056559324264526	-0.3843511641025543	6.png
7	3594	1658834930.2621357	109.50276184082031	53.29315185546875	-0.0846833810210228	0.781330972909951	0.0	0.3923773169517517	1.1639348268508911	11.906578063964844	0.40253397822380066	0.39389798045158386	0.6227708458900452	7.png
8	3595	1658834930.8429203	109.50276184082031	53.29315185546875	-0.07305072993040085	0.8551562011244097	0.0	0.026516521349549294	-1.20718252658844	10.830724716186523	2.070366144180298	1.207977294921875	0.5692952871322632	8.png
9	3596	1658834931.428991	109.50276184082031	53.29315185546875	-0.06138862296938896	0.8193103015423306	0.0	-1.0573967695236206	0.8926215171813965	8.791229248046875	-0.04068966954946518	0.12542515993118286	0.6205950379371643	9.png
10	3597	1658834932.0099423	109.50276947021484	53.292083740234375	-0.05072784423828125	0.8136667811339993	0.0	7.266266822814941	0.6350958943367004	7.802204132080078	0.952961266040802	-0.6459854245185852	-0.8201779723167419	10.png
11	3598	1658834932.6090975	109.50287628173828	53.273197174072266	-0.041749075055122375	1.9662282716608765	0.0	6.775886535644531	0.9926250576972961	8.437173843383789	1.235952377319336	0.9573595523834229	0.08397404104471207	11.png
12	3599	1658834933.1972291	109.50310516357422	53.23710632324219	-0.03432758152484894	2.982070617432556	0.0	5.096577167510986	0.29687967896461487	9.804245948791504	-1.8342336416244507	-1.0017731189727783	1.6149394512176514	12.png
13	3600	1658834933.7761734	109.50350189208984	53.18855285644531	-0.028240203857421875	3.7684463402797688	-7.481422805642118e-05	1.9665616750717163	-0.4530778229236603	9.651830673217773	1.3643945455551147	0.5039095878601074	-0.2025947868824005	13.png
14	3601	1658834934.352602	109.5038833618164	53.13109588623047	-0.02328975684940815	4.366653355365053	-5.3299118995361774e-05	2.322937250137329	-0.46429044008255005	7.752737998962402	-0.8587366342544556	-1.0805199146270752	-0.03696507588028908	14.png
15	3602	1658834934.941873	109.50435638427734	53.06494903564453	-0.019337119534611702	4.9584240661641825	-5.3119319272158506e-05	0.8988509178161621	-0.18281342089176178	8.644547462463379	2.1529195308685303	0.8331794738769531	-0.45495036244392395	15.png
16	3603	1658834935.535212	109.50486755371094	52.9927864074707	-0.016184119507670403	5.3677379261092515	-5.300916863749685e-05	3.1813323497772217	0.43525010347366333	10.414778709411621	-1.4816744327545166	0.42918431758880615	0.7463337779045105	16.png
17	3604	1658834936.1175108	109.50542449951172	52.91402816772461	-0.013717574998736382	5.894936613748004	-5.287188631485613e-05	2.3216662406921387	0.031419314444065094	8.038430213928223	-0.7703316807746887	-1.0018953084945679	-0.2942410409450531	17.png
18	3605	1658834936.711867	109.50604248046875	52.82698059082031	-0.011833267286419868	6.527791839921591	-5.2704636273721606e-05	2.8562533855438232	1.217423439025879	8.206392288208008	-0.8000708818435669	-1.0540324449539185	-2.440736770629883	18.png
19	3606	1658834937.3008935	109.50674438476562	52.73029708862305	-0.010421523824334145	7.251145504451443	2.0978794609889824e-05	4.3195977210998535	1.2736011743545532	12.284252166748047	-1.1841133832931519	-0.565904974937439	0.11398818343877792	19.png
20	3607	1658834937.8856096	109.50750732421875	52.62261199951172	-0.009387320838868618	8.07755402387551	-7.318380366574412e-05	5.328553199768066	1.1378445625305176	9.942062377929688	0.7875959873199463	0.6926671862602234	1.5493589639663696	20.png
21	3608	1658834938.483216	109.50833892822266	52.5029182434082	-0.008642883040010929	8.95555027136869	-5.205643366629162e-05	4.405155181884766	-0.5589802861213684	9.47287368774414	-1.217475175857544	0.5600767731666565	0.8814563751220703	21.png
22	3609	1658834939.0599625	109.50928497314453	52.3707160949707	-0.008113555610179901	9.87408468476877	2.069779372346342e-05	6.509495258331299	-0.1318044513463974	10.412195205688477	-0.479668527841568	-1.3991543054580688	-0.7981712222099304	22.png
23	3610	1658834939.6507137	109.51029968261719	52.22516632080078	-0.0077495574951171875	10.858161162352513	-7.213863583936485e-05	6.258418560028076	1.1600514650344849	8.076264381408691	-1.3298364877700806	-1.3081680536270142	-1.4441546201705933	23.png
24	3611	1658834940.2584043	109.5114517211914	52.06523132324219	-0.007515296805649996	11.9310708347588	2.0477566566435803e-05	4.474607467651367	-1.1850537061691284	9.15058422088623	-1.523459792137146	-0.25187811255455017	1.7511357069015503	24.png
25	3612	1658834940.8411174	109.51268005371094	51.8901252746582	-0.007375411689281464	13.013116042383727	-7.132125297723281e-05	5.1146087646484375	-1.2961430549621582	10.082030296325684	-0.1223210021853447	0.03842826187610626	-1.522557258605957	25.png
26	3613	1658834941.4302466	109.51399230957031	51.70061492919922	-0.007281036116182804	14.02712392865732	-5.0680441727509086e-05	6.09459114074707	-0.3732523024082184	9.369426727294922	0.7506954669952393	-1.4330865144729614	0.9997618794441223	26.png
27	3614	1658834942.0325506	109.51544952392578	51.49753952026367	-0.0072053526528179646	14.991977452109422	2.0141429425902124e-05	5.401664733886719	-0.9551870822906494	9.697235107421875	-0.5444676876068115	0.9172322750091553	-2.7914035320281982	27.png
28	3615	1658834942.6149862	109.51692199707031	51.281341552734375	-0.007140807807445526	15.935335499432984	-9.92764504348757e-05	6.635667324066162	-0.4573260545730591	10.002291679382324	-1.4816423654556274	1.322560429573059	-0.9587205648422241	28.png
29	3616	1658834943.1985683	109.51847076416016	51.053314208984375	-0.007064552046358585	16.680722899635544	-7.061758802159456e-05	1.362359642982483	-0.287972092628479	9.476048469543457	0.08111821115016937	-0.09511446952819824	0.8131483197212219	29.png
30	3617	1658834943.7826855	109.52005004882812	50.820159912109375	-0.0068796537816524506	16.79663182042735	-4.1610134308225447e-05	-1.2505320310592651	1.643419861793518	8.84184455871582	-0.9165807366371155	-0.23412707448005676	-0.7539281845092773	30.png
31	3618	1658834944.3546622	109.52159118652344	50.5916748046875	-0.006511535495519638	16.25534842031348	-4.997987631277022e-05	-3.6259231567382812	0.5139331817626953	9.590398788452148	1.386663794517517	0.2448343187570572	0.5054919123649597	31.png
32	3619	1658834944.9371903	109.5230941772461	50.37455368041992	-0.005995254497975111	15.342025934640192	2.006122839339535e-05	-5.991728782653809	0.2278890758752823	9.781937599182129	0.39933425188064575	0.4646547734737396	1.2710204124450684	32.png
33	3620	1658834945.5217676	109.52452087402344	50.17146682739258	-0.005422363057732582	14.303436256814447	0.0	-6.641735076904297	1.5129144191741943	10.854031562805176	-0.37289777398109436	-1.064285397529602	-0.9360544681549072	33.png
34	3621	1658834946.092174	109.52582550048828	49.98322296142578	-0.004866332747042179	13.21771080458965	0.0	-5.959598064422607	-1.26297128200531	9.676728248596191	-1.0511127710342407	0.1744130551815033	0.20983320474624634	34.png
35	3622	1658834946.6876056	109.52703094482422	49.80998992919922	-0.0043682861141860485	12.12956081856996	0.0	-7.15220832824707	0.3727104961872101	10.542413711547852	1.6135985851287842	-0.5172023773193359	0.5606468319892883	35.png
36	3623	1658834947.2628748	109.52812194824219	49.65105056762695	-0.003957328852266073	11.130462985275573	0.0	-4.3398356437683105	-2.065199851989746	10.044198989868164	-1.2946856021881104	-0.7541099786758423	-2.008194923400879	36.png
37	3624	1658834947.8504446	109.52916717529297	49.50510787963867	-0.003643035888671875	10.188075804033925	0.0	-6.591503143310547	-0.5836664438247681	9.906725883483887	-0.8341928124427795	0.10357055813074112	-0.49368083477020264	37.png
38	3625	1658834948.424257	109.53005981445312	49.37196350097656	-0.0034048461820930243	9.261144779556929	0.0	-4.408475875854492	-2.0634756088256836	9.986605644226074	-0.6366917490959167	2.633314371109009	0.6081466674804688	38.png
39	3626	1658834949.016445	109.5309066772461	49.25128936767578	-0.0032283018808811903	8.366281734155429	-7.294412779538976e-05	-7.641324520111084	-0.3936096131801605	8.795197486877441	-0.7582211494445801	-0.264748215675354	-0.3070281445980072	39.png
40	3627	1658834949.593675	109.5317153930664	49.14849853515625	-0.0029752731788903475	6.204103717563031	2.09756011934159e-05	-23.113388061523438	-0.0671982616186142	7.736499786376953	1.8449398279190063	-0.023528121411800385	-0.8597285151481628	40.png
